; CSV, generated by libsigrok4DSL 0.2.0 on Sun Nov 09 13:07:41 2025
; Channels (16/16)
; Sample rate: 50 kHz
; Sample count: 600.64 K Samples
Time(s), clock, a15, a14, a13, a12, a11, a10, a9, a8, a7, a6, a5, a4, a3, a2, a1
2.96704,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.96706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.97044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.97046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.97212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.97874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.97876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98366,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98448,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.9853,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98614,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.9862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.99118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0044,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.00448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.00524,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.00606,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.00614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00674,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1
3.00676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.00678,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3.0068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02436,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02516,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02598,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0268,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02682,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.02686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04426,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04508,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04592,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04674,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0469,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3.04692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.04694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0637,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3.06372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06418,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.065,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06584,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06666,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06694,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3.06696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08378,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3.0838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08384,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3.08386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0841,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08494,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08576,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0866,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.08694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10378,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3.1038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10386,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3.10388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10392,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3.10394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10402,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.1041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10486,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.1057,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10652,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.1066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10682,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3.10684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.1069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.10698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.11074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.11076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.11242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.11738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.11904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.11906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12388,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3.1239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12394,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3.12396,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12562,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12646,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.1269,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3.12692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.12702,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
3.12704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14388,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14472,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14554,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14638,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.14644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14702,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
