; CSV, generated by libsigrok4DSL 0.2.0 on Sun Nov 09 13:07:41 2025
; Channels (16/16)
; Sample rate: 50 kHz
; Sample count: 600.64 K Samples
Time(s), clock, a15, a14, a13, a12, a11, a10, a9, a8, a7, a6, a5, a4, a3, a2, a1
5.89258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90862,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5.90864,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5.90866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9088,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
5.90882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.90908,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.90916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.90992,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.90998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.91074,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.91082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.91158,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.91164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.91184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91194,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
5.91196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92872,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
5.92874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.929,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.92906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.92982,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.93066,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.93072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.93148,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.93156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9318,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
5.93182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.93188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9489,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.94898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.94974,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.95056,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.95064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9514,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.95146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9519,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
5.95192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95198,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
5.952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.95812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96878,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5.9688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.96882,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.96966,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.96972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.97048,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.97056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.97132,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.97138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.97188,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98872,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.98874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.98884,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
5.98886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.98956,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.98962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.99038,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.99046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.99122,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.99128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.99204,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.99206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.00886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.00948,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.00954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0103,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.01038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.01114,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.01194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01196,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.01204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0121,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
6.01212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.02892,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6.02894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.02938,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.02944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0302,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.03028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.03104,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.03186,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.03194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.03196,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
6.03198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.03204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.04772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.04894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0493,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.04936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05012,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05096,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05178,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.05216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.06898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.06918,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.06926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07002,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07084,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07168,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.07208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07214,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
6.07216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.08834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
